id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-0957,PFHxS,not extracted,not extracted,single chemical,"Cholesterol significantly decreased following intervention and in parallel, PFOS, PFOA, PFHxS, and PFHpA significantly decreased.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Effect of lifestyle-based lipid lowering interventions on the relationship between circulating levels of per-and polyfluoroalkyl substances and serum cholesterol.,high,pending,
chem-0958,PFOA,not extracted,not extracted,single chemical,"Cholesterol significantly decreased following intervention and in parallel, PFOS, PFOA, PFHxS, and PFHpA significantly decreased.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Effect of lifestyle-based lipid lowering interventions on the relationship between circulating levels of per-and polyfluoroalkyl substances and serum cholesterol.,high,pending,
chem-0959,PFOS,not extracted,not extracted,single chemical,"Cholesterol significantly decreased following intervention and in parallel, PFOS, PFOA, PFHxS, and PFHpA significantly decreased.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Effect of lifestyle-based lipid lowering interventions on the relationship between circulating levels of per-and polyfluoroalkyl substances and serum cholesterol.,high,pending,
chem-0960,PFOA,not extracted,not extracted,single chemical,"PFAS (including perfluorooctanoic acid (PFOA), perfluorooctanesulfonic acid (PFOS), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA) and perfluorodecanoic acid (PFDA)) were analyzed in second-trimester serum samples by high-performance liquid chromatography and tandem mass spectrometry (LC-MS/MS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal perfluoroalkyl substances exposure and maternal sex steroid hormones across pregnancy.,high,pending,
chem-0961,PFHxS,not extracted,not extracted,single chemical,"PFAS (including perfluorooctanoic acid (PFOA), perfluorooctanesulfonic acid (PFOS), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA) and perfluorodecanoic acid (PFDA)) were analyzed in second-trimester serum samples by high-performance liquid chromatography and tandem mass spectrometry (LC-MS/MS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal perfluoroalkyl substances exposure and maternal sex steroid hormones across pregnancy.,high,pending,
chem-0962,PFOS,not extracted,not extracted,single chemical,"PFAS (including perfluorooctanoic acid (PFOA), perfluorooctanesulfonic acid (PFOS), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA) and perfluorodecanoic acid (PFDA)) were analyzed in second-trimester serum samples by high-performance liquid chromatography and tandem mass spectrometry (LC-MS/MS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal perfluoroalkyl substances exposure and maternal sex steroid hormones across pregnancy.,high,pending,
chem-0963,PFOS,not extracted,not extracted,single chemical,"We detected nine PFAS, and levels of perfluorooctane sulfonate (PFOS) were higher than detected from the same population in 2011, whilst levels of Hg were comparable to 2011.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,85,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Emerging and legacy contaminants in common minke whale from the Barents sea.,high,pending,
chem-0964,flame retardants,not extracted,not extracted,chemical class,"TITLE: Emerging and legacy contaminants in common minke whale from the Barents sea Persistent organic pollutants (POPs), including brominated flame retardants (BFRs), perfluoroalkyl substances (PFAS) and metals, can accumulate in marine mammals and be transferred to offspring.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Emerging and legacy contaminants in common minke whale from the Barents sea.,high,pending,
chem-0965,PFOS,not extracted,not extracted,single chemical,"The combined results showed a positive association between changes in TSH and exposure to perfluorooctane sulfonate (PFOS), perfluorooctanoic acid (PFOA) and perfluorodecanoic acid (PFDA), with no significant correlation observed between changes in other thyroid hormones and exposure to PFAS.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Contact to perfluoroalkyl substances and thyroid health effects: A meta-analysis directing on pregnancy.,high,pending,
chem-0966,PFOA,not extracted,not extracted,single chemical,"The combined results showed a positive association between changes in TSH and exposure to perfluorooctane sulfonate (PFOS), perfluorooctanoic acid (PFOA) and perfluorodecanoic acid (PFDA), with no significant correlation observed between changes in other thyroid hormones and exposure to PFAS.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Contact to perfluoroalkyl substances and thyroid health effects: A meta-analysis directing on pregnancy.,high,pending,
chem-0967,PFOS,not extracted,not extracted,single chemical,We examined the relationship between perfluorooctanoate (PFOA) and perfluorooctane sulfonate (PFOS) in plasma versus milk and fit linear regression models to assess relationships between milk PFOA and PFOS and participant characteristics.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Concentrations of Per- and Polyfluoroalkyl Substances in Paired Maternal Plasma and Human Milk in the New Hampshire Birth Cohort.,high,pending,
chem-0968,PFOA,not extracted,not extracted,single chemical,We examined the relationship between perfluorooctanoate (PFOA) and perfluorooctane sulfonate (PFOS) in plasma versus milk and fit linear regression models to assess relationships between milk PFOA and PFOS and participant characteristics.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Concentrations of Per- and Polyfluoroalkyl Substances in Paired Maternal Plasma and Human Milk in the New Hampshire Birth Cohort.,high,pending,
chem-0969,cadmium,not extracted,not extracted,metal,"Individual strategies include the chelation of divalent metals such as lead and cadmium, metals that can only be removed from the body via chelation.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","[Environment and cardiovascular health: causes, consequences and opportunities in prevention and treatment].",high,pending,
chem-0970,phthalates,not extracted,not extracted,chemical class,TITLE: Di-(2-ethylhexyl) phthalate aggravates fine particulate matter-induced asthma in weanling mice due to T follicular helper cell-dependent response Environmental pollutants fine particulate matter and di-(2-ethylhexyl) phthalate (DEHP) are believed to be the risk factors for childhood asthma.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Di-(2-ethylhexyl) phthalate aggravates fine particulate matter-induced asthma in weanling mice due to T follicular helper cell-dependent response.,high,pending,
chem-0971,PFHxS,not extracted,not extracted,single chemical,"While PFOS increased by 21% (95% CI: 8.9, 35), PFOA decreased by 17% (95% CI: -28, -3.5) and PFHxS decreased by 12% (95% CI: -24, 3.3).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Changes in perfluoroalkyl substances (PFAS) concentrations in human milk over the course of lactation: A study in Ronneby mother-child cohort.,high,pending,
chem-0972,PFOA,not extracted,not extracted,single chemical,"While PFOS increased by 21% (95% CI: 8.9, 35), PFOA decreased by 17% (95% CI: -28, -3.5) and PFHxS decreased by 12% (95% CI: -24, 3.3).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Changes in perfluoroalkyl substances (PFAS) concentrations in human milk over the course of lactation: A study in Ronneby mother-child cohort.,high,pending,
chem-0973,PFOS,not extracted,not extracted,single chemical,"While PFOS increased by 21% (95% CI: 8.9, 35), PFOA decreased by 17% (95% CI: -28, -3.5) and PFHxS decreased by 12% (95% CI: -24, 3.3).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Changes in perfluoroalkyl substances (PFAS) concentrations in human milk over the course of lactation: A study in Ronneby mother-child cohort.,high,pending,
chem-0974,PFHxS,not extracted,not extracted,single chemical,"Importantly, all nine congeners were negatively correlated with SARS-CoV-2 anti-spike IgG antibody levels; n-PFOA and PFHxS, PFHpS, and PFHxA reached statistical significance (p < 0.05) in multivariable analyses.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Cross-sectional associations of maternal PFAS exposure on SARS-CoV-2 IgG antibody levels during pregnancy.,high,pending,
chem-0975,PFOA,not extracted,not extracted,single chemical,"Importantly, all nine congeners were negatively correlated with SARS-CoV-2 anti-spike IgG antibody levels; n-PFOA and PFHxS, PFHpS, and PFHxA reached statistical significance (p < 0.05) in multivariable analyses.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Cross-sectional associations of maternal PFAS exposure on SARS-CoV-2 IgG antibody levels during pregnancy.,high,pending,
chem-0976,PFOS,not extracted,not extracted,single chemical,"TITLE: Perfluoroalkyl and polyfluoroalkyl substances in cord serum of newborns and their potential factors The demonstrated developmental and reproductive toxicity of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS), coupled with the increasing production and use of emerging per- and polyfluoroalkyl substances (PFASs) has resulted in progressively higher human exposure levels.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl and polyfluoroalkyl substances in cord serum of newborns and their potential factors.,high,pending,
chem-0977,PFOA,not extracted,not extracted,single chemical,"TITLE: Perfluoroalkyl and polyfluoroalkyl substances in cord serum of newborns and their potential factors The demonstrated developmental and reproductive toxicity of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS), coupled with the increasing production and use of emerging per- and polyfluoroalkyl substances (PFASs) has resulted in progressively higher human exposure levels.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl and polyfluoroalkyl substances in cord serum of newborns and their potential factors.,high,pending,
chem-0978,F-53B / 6:2 Cl-PFESA,not extracted,not extracted,replacement PFAS,"Each log-unit increase in serum PFOA (OR:5.29, 95% CI: 1.05, 26.7, p = 0.044) and 6:2 Cl-PFESA (OR:1.02, 95%CI: 1.00, 1.48, p = 0.045) concentrations were associated with increased risks of preeclampsia.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",In utero exposure to per-/polyfluoroalkyl substances (PFASs): Preeclampsia in pregnancy and low birth weight for neonates.,high,pending,
chem-0979,PFOA,not extracted,not extracted,single chemical,PFOA and 6:2Cl-PFESA were associated with higher incidence of preeclampsia both linearly and by tertile.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",In utero exposure to per-/polyfluoroalkyl substances (PFASs): Preeclampsia in pregnancy and low birth weight for neonates.,high,pending,
chem-0980,PFHxS,not extracted,not extracted,single chemical,"PFOS, PFOA, PFHxS and PFNA concentrations were measured in maternal or cord blood, depending on the cohort (FLEHS 2 measured only PFOS and PFOA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",PFAS levels and exposure determinants in sensitive population groups.,high,pending,
chem-0981,PFOA,not extracted,not extracted,single chemical,"PFOS, PFOA, PFHxS and PFNA concentrations were measured in maternal or cord blood, depending on the cohort (FLEHS 2 measured only PFOS and PFOA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",PFAS levels and exposure determinants in sensitive population groups.,high,pending,
chem-0982,PFOS,not extracted,not extracted,single chemical,"PFOS, PFOA, PFHxS and PFNA concentrations were measured in maternal or cord blood, depending on the cohort (FLEHS 2 measured only PFOS and PFOA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",PFAS levels and exposure determinants in sensitive population groups.,high,pending,
chem-0983,GenX,not extracted,not extracted,replacement PFAS,"TITLE: Toxicity assessment of hexafluoropropylene oxide-dimer acid on morphology, heart physiology, and gene expression during zebrafish (Danio rerio) development Hexafluoropropylene oxide-dimer acid (HFPO-DA) is one of the emerging replacements for the ""forever"" carcinogenic and toxic long-chain PFAS.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,85,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Toxicity assessment of hexafluoropropylene oxide-dimer acid on morphology, heart physiology, and gene expression during zebrafish (Danio rerio) development.",high,pending,
chem-0984,PFBS,not extracted,not extracted,single chemical,TITLE: Maternal exposure to perfluorobutane sulfonate (PFBS) during pregnancy: evidence of adverse maternal and fetoplacental effects in New Zealand White (NZW) rabbits Perfluorobutanesulfonic acid (PFBS) is a replacement for perfluorooctanesulfonic acid (PFOS) that is increasingly detected in drinking water and human serum.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal exposure to perfluorobutane sulfonate (PFBS) during pregnancy: evidence of adverse maternal and fetoplacental effects in New Zealand White (NZW) rabbits.,high,pending,
chem-0985,PFOS,not extracted,not extracted,single chemical,TITLE: Maternal exposure to perfluorobutane sulfonate (PFBS) during pregnancy: evidence of adverse maternal and fetoplacental effects in New Zealand White (NZW) rabbits Perfluorobutanesulfonic acid (PFBS) is a replacement for perfluorooctanesulfonic acid (PFOS) that is increasingly detected in drinking water and human serum.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal exposure to perfluorobutane sulfonate (PFBS) during pregnancy: evidence of adverse maternal and fetoplacental effects in New Zealand White (NZW) rabbits.,high,pending,
chem-0986,PFOA,not extracted,not extracted,single chemical,"TITLE: Transcriptional pathways linked to fetal and maternal hepatic dysfunction caused by gestational exposure to perfluorooctanoic acid (PFOA) or hexafluoropropylene oxide-dimer acid (HFPO-DA or GenX) in CD-1 mice Per- and polyfluoroalkyl substances (PFAS) comprise a diverse class of chemicals used in industrial processes, consumer products, and fire-fighting foams which have become environmental pollutants of concern due to their persistence, ubiquity, and associations with adverse human health outcomes, including in pregnant persons and their offspring.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,100,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Transcriptional pathways linked to fetal and maternal hepatic dysfunction caused by gestational exposure to perfluorooctanoic acid (PFOA) or hexafluoropropylene oxide-dimer acid (HFPO-DA or GenX) in CD-1 mice.,high,pending,
chem-0987,GenX,not extracted,not extracted,replacement PFAS,"TITLE: Transcriptional pathways linked to fetal and maternal hepatic dysfunction caused by gestational exposure to perfluorooctanoic acid (PFOA) or hexafluoropropylene oxide-dimer acid (HFPO-DA or GenX) in CD-1 mice Per- and polyfluoroalkyl substances (PFAS) comprise a diverse class of chemicals used in industrial processes, consumer products, and fire-fighting foams which have become environmental pollutants of concern due to their persistence, ubiquity, and associations with adverse human health outcomes, including in pregnant persons and their offspring.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,100,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Transcriptional pathways linked to fetal and maternal hepatic dysfunction caused by gestational exposure to perfluorooctanoic acid (PFOA) or hexafluoropropylene oxide-dimer acid (HFPO-DA or GenX) in CD-1 mice.,high,pending,
chem-0988,PFHxS,not extracted,not extracted,single chemical,"WQS regressions showed that perfluorononanoic acid (PFNA) and perfluorohexane sulfonate (PFHxS) contributed most to the association between PFASs and HCT and Hb in the second and third trimesters, respectively..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association of exposure to per- and polyfluoroalkyl substances with hemoglobin and hematocrit during pregnancy.,high,pending,
chem-0989,PFAS,not extracted,not extracted,chemical class,"TITLE: Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Maternal Thyroid Dysfunction, and Child Autism Spectrum Disorder Autism spectrum disorder (ASD), with its high economic and societal costs, is a growing public health concern whose prevalence has risen steadily over the last two decades.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Maternal Thyroid Dysfunction, and Child Autism Spectrum Disorder.",medium,pending,
chem-0990,arsenic,not extracted,not extracted,metalloid,"TITLE: Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers Toxic metal(loid)s can lead to high damages on human.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers.",high,pending,
chem-0991,mercury,not extracted,not extracted,metal,"Six metal(loid)s (arsenic, cadmium, chromium, mercury, nickel and lead) in three regions including industrial (Padad), vehicle traffic (Golestan) and reference (Kianpars) areas were studied.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers.",high,pending,
chem-0992,cadmium,not extracted,not extracted,metal,"Six metal(loid)s (arsenic, cadmium, chromium, mercury, nickel and lead) in three regions including industrial (Padad), vehicle traffic (Golestan) and reference (Kianpars) areas were studied.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers.",high,pending,
chem-0993,lead,not extracted,not extracted,metal,"TITLE: Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers Toxic metal(loid)s can lead to high damages on human.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Increased allergic and asthmatic risks in children residing in industrial areas by surveying the pre-inflammatory (IgE, IL-4 and IL-13) biomarkers.",high,pending,
chem-0994,PFOA,not extracted,not extracted,single chemical,"TITLE: Cumulative maternal and neonatal effects of combined exposure to a mixture of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonic acid (PFOS) during pregnancy in the Sprague-Dawley rat Globally, biomonitoring data demonstrate virtually all humans carry residues of multiple per- and polyfluoroalkyl substances (PFAS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Cumulative maternal and neonatal effects of combined exposure to a mixture of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonic acid (PFOS) during pregnancy in the Sprague-Dawley rat.,high,pending,
chem-0995,PFOS,not extracted,not extracted,single chemical,"TITLE: Cumulative maternal and neonatal effects of combined exposure to a mixture of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonic acid (PFOS) during pregnancy in the Sprague-Dawley rat Globally, biomonitoring data demonstrate virtually all humans carry residues of multiple per- and polyfluoroalkyl substances (PFAS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Cumulative maternal and neonatal effects of combined exposure to a mixture of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonic acid (PFOS) during pregnancy in the Sprague-Dawley rat.,high,pending,
chem-0996,F-53B / 6:2 Cl-PFESA,not extracted,not extracted,replacement PFAS,"We found 6:2 fluorotelomer sulfonate (6:2 FTSA), 6:2 chlorinated polyfluorinated ether sulfonate (6:2 Cl-PFESA), and perfluorooctanephosphonate (PFOPA) as the major emerging PFAS, regardless of matrices, at median concentrations of 2.40, 1.78, and 0.69 ng/mL, respectively, in maternal serum samples, and 2.30, 0.73, and 0.72 ng/mL, respectively, in cord serum samples.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",First Evidence of Prenatal Exposure to Emerging Poly- and Perfluoroalkyl Substances Associated with E-Waste Dismantling: Chemical Structure-Based Placental Transfer and Health Risks.,high,pending,
chem-0997,PFOA,not extracted,not extracted,single chemical,"The strongest association was observed for PFOA, with the magnitude increased from -0.34 (95 % CI: -0.66, -0.03) for 5.0 mmol/L cutoff, to -0.41 (95 % CI: -0.77, -0.05) for 5.1 mmol/L cutoff, and further to -0.51 (95 % CI: -0.98, -0.03) for 5.3 mmol/L.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",High maternal glucose exacerbates the association between prenatal per- and polyfluoroalkyl substance exposure and reduced birth weight.,high,pending,
chem-0998,PFOS,not extracted,not extracted,single chemical,"Four PFAS were measured in serum: perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), perfluorodecanoic acid (PFDA), and perfluorooctane sulfonate (PFOS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations between Per- and Polyfluoroalkyl Substances (PFAS) and Cardiometabolic Biomarkers in Adults of Czechia: The Kardiovize Study.,high,pending,
chem-0999,PFOA,not extracted,not extracted,single chemical,"Four PFAS were measured in serum: perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), perfluorodecanoic acid (PFDA), and perfluorooctane sulfonate (PFOS).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations between Per- and Polyfluoroalkyl Substances (PFAS) and Cardiometabolic Biomarkers in Adults of Czechia: The Kardiovize Study.,high,pending,
chem-1000,phthalates,not extracted,not extracted,chemical class,"Lead (Pb), phthalate plasticizers, and perfluoroalkyl substances (PFAS) are ubiquitous environmental contaminants with numerous adverse human health effects.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Developmental toxicant exposures and sex-specific effects on epigenetic programming and cardiovascular health across generations.,high,pending,
chem-1001,PFAS,not extracted,not extracted,chemical class,"Lead (Pb), phthalate plasticizers, and perfluoroalkyl substances (PFAS) are ubiquitous environmental contaminants with numerous adverse human health effects.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Developmental toxicant exposures and sex-specific effects on epigenetic programming and cardiovascular health across generations.,medium,pending,
chem-1002,lead,not extracted,not extracted,metal,"TITLE: Developmental toxicant exposures and sex-specific effects on epigenetic programming and cardiovascular health across generations Despite substantial strides in diagnosis and treatment, cardiovascular diseases (CVDs) continue to represent the leading cause of death in the USA and around the world, resulting in significant morbidity and loss of productive years of life.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Developmental toxicant exposures and sex-specific effects on epigenetic programming and cardiovascular health across generations.,high,pending,
chem-1003,PFAS,not extracted,not extracted,chemical class,"However, rather than being ""opaque"", the placenta is translucent or even transparent to some potential fetal developmental hazards, including toxic trace elements (TEs), perfluoroalkyl and polyfluoroalkyl substances (PFAS), and environmental phenols (EPs) to which women with pregnancy are frequently exposed.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Environmental toxicants and placental function.,medium,pending,
chem-1004,PFOS,not extracted,not extracted,single chemical,TITLE: Prenatal exposure to perfluorooctane sulfonate alternatives and associations with neonatal thyroid stimulating hormone concentration: A birth cohort study..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluorooctane sulfonate alternatives and associations with neonatal thyroid stimulating hormone concentration: A birth cohort study.,high,pending,
chem-1005,PFBS,not extracted,not extracted,single chemical,"BACKGROUND: Chlorinated polyfluorinated ether sulfonic acids (Cl-PFESA) and perfluorobutane sulfonate (PFBS), used as perfluorooctanesulfonate (PFOS) alternatives, were indicated as thyroid hormone disruptive toxicants in experimental studies.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluorooctane sulfonate alternatives and associations with neonatal thyroid stimulating hormone concentration: A birth cohort study.,high,pending,
chem-1006,F-53B / 6:2 Cl-PFESA,not extracted,not extracted,replacement PFAS,"PFBS, PFOS and 6:2 Cl-PFESA were the major contributors to the neonatal TSH decrement with the weights of 56.50%, 18.71%, 12.81% among PFAS mixture, respectively..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluorooctane sulfonate alternatives and associations with neonatal thyroid stimulating hormone concentration: A birth cohort study.,high,pending,
chem-1007,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"RESULTS: Higher pregnancy coarse particulate matter (PM) and childhood polycyclic aromatic hydrocarbons exposure was differentially associated with larger cerebral white matter volume in APOE ε4 carriers compared to non-carriers (29,485 mm (95% CI 6,189; 52,781) and 18,663 mm (469; 36,856), respectively).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,45,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Air pollution exposure during pregnancy and childhood, APOE ε4 status and Alzheimer polygenic risk score, and brain structural morphology in preadolescents.",high,pending,
chem-1008,PFBS,not extracted,not extracted,single chemical,"Twenty-five PFAS were quantified in plasma from each partner, including seven branched isomers, two chlorinated polyfluoroalkyl ether sulfonic acids, four emerging PFAS replacements [i.e., 6:2 fluorotelomer phosphate diester (6:2 diPAP) and three short-chain alternatives: perfluoro-n-butanoicacid, perfluorobutane sulfonate and perfluoroheptanoic acid (PFHpA)].",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Preconception exposure to perfluoroalkyl and polyfluoroalkyl substances and couple fecundity: A couple-based exploration.,high,pending,
chem-1009,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"Directly measured PM constituents, including ions and polycyclic aromatic hydrocarbons, were collected by the Chinese Environmental Public Health Tracking system.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations between short-term exposure of PM constituents and hospital admissions of cardiovascular diseases among 18 major Chinese cities. 2.5,high,pending,
