article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 33383756,Assessing the Respiratory Effects of Air Pollution from Biomass Cookstoves on Pregnant Women in Rural India.,PMID: 38082405,"Seasonal variation in air pollutant levels and its effects on the sex ratio at birth on Fukue island, Japan.",0.7993,0.2007,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33383756,Assessing the Respiratory Effects of Air Pollution from Biomass Cookstoves on Pregnant Women in Rural India.,PMID: 34331927,Association between preconceptional air pollution exposure and medical purposes for selective termination of pregnancy.,0.791,0.209,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33383756,Assessing the Respiratory Effects of Air Pollution from Biomass Cookstoves on Pregnant Women in Rural India.,PMID: 26880607,Maternal exposure to carbon monoxide and fine particulate matter during pregnancy in an urban Tanzanian cohort.,0.7626,0.2374,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33383756,Assessing the Respiratory Effects of Air Pollution from Biomass Cookstoves on Pregnant Women in Rural India.,PMID: 39612168,Benzo[]pyrene and phenanthrene hemoglobin adducts as biomarkers of longer-term air pollution exposure. a,0.7578,0.2422,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33372530,Ambient Particle Components and Newborn Blood Pressure in Project Viva.,PMID: 27222357,The heart as an extravascular target of endothelin-1 in particulate matter-induced cardiac dysfunction.,0.7293,0.2707,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33372530,Ambient Particle Components and Newborn Blood Pressure in Project Viva.,PMID: 39198248,Changes on Stroke Burden Attributable to Ambient Fine Particulate Matter in China.,0.6872,0.3128,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33372530,Ambient Particle Components and Newborn Blood Pressure in Project Viva.,PMID: 32730639,Melatonin ameliorates PM -induced cardiac perivascular fibrosis through regulating mitochondrial redox homeostasis. 2.5,0.6867,0.3133,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33372530,Ambient Particle Components and Newborn Blood Pressure in Project Viva.,PMID: 33407540,Long-term effects of fine particulate matter exposure on the progression of arterial stiffness.,0.6799,0.3201,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33372530,Ambient Particle Components and Newborn Blood Pressure in Project Viva.,PMID: 32795087,Exposure to Air Pollution and Particle Radioactivity With the Risk of Ventricular Arrhythmias.,0.6578,0.3422,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33370612,"Acute respiratory response to individual particle exposure (PM, PM and PM) in the elderly with and without chronic respiratory diseases. 1.0 2.5 10",PMID: 29772098,Insights in particulate matter-induced allergic airway inflammation: Focus on the epithelium.,0.9101,0.0899,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33370612,"Acute respiratory response to individual particle exposure (PM, PM and PM) in the elderly with and without chronic respiratory diseases. 1.0 2.5 10",PMID: 40524547,Air pollution and lung function in asthmatic and non-asthmatic children: A cross-sectional study with a nested case-control analysis in Ho Chi Minh City.,0.8812,0.1188,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33370612,"Acute respiratory response to individual particle exposure (PM, PM and PM) in the elderly with and without chronic respiratory diseases. 1.0 2.5 10",PMID: 36293195,Role of Macrophages in Air Pollution Exposure Related Asthma.,0.8642,0.1358,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33370612,"Acute respiratory response to individual particle exposure (PM, PM and PM) in the elderly with and without chronic respiratory diseases. 1.0 2.5 10",PMID: 28532657,Mechanistic link between diesel exhaust particles and respiratory reflexes.,0.8497,0.1503,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33370612,"Acute respiratory response to individual particle exposure (PM, PM and PM) in the elderly with and without chronic respiratory diseases. 1.0 2.5 10",PMID: 36597757,Military deployment-related respiratory problems: an update.,0.8478,0.1522,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360680,Air pollution and pre-eclampsia; associations and potential mechanisms.,PMID: 36030918,Association between short-term exposure to ambient air pollution and biomarkers of coagulation: A systematic review and meta-analysis.,0.7875,0.2125,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360680,Air pollution and pre-eclampsia; associations and potential mechanisms.,PMID: 34090448,Prenatal exposure to ambient air pollutants and early infant growth and adiposity in the Southern California Mother's Milk Study.,0.7854,0.2146,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360680,Air pollution and pre-eclampsia; associations and potential mechanisms.,PMID: 36735120,"A systematic review and meta-analysis of air pollution and angina pectoris attacks: identification of hazardous pollutant, short-term effect, and vulnerable population.",0.7703,0.2297,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360680,Air pollution and pre-eclampsia; associations and potential mechanisms.,PMID: 29422441,"Ambient air pollution the risk of stillbirth: A prospective birth cohort study in Wuhan, China.",0.7517,0.2483,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360680,Air pollution and pre-eclampsia; associations and potential mechanisms.,PMID: 34919956,Effects of short-term increases in personal and ambient pollutant concentrations on pulmonary and cardiovascular function: A panel study analysis of the Multicenter Ozone Study in oldEr subjects (MOSES 2).,0.7416,0.2584,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360673,Ambient air pollution exposure during the late gestational period is linked with lower placental iodine load in a Belgian birth cohort.,PMID: 41446522,Associations between weekly maternal exposure to ambient particulate matter and congenital heart disease.,0.8021,0.1979,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360673,Ambient air pollution exposure during the late gestational period is linked with lower placental iodine load in a Belgian birth cohort.,PMID: 38743497,Associations of Ambient Particulate Matter with Maternal Thyroid Autoimmunity and Thyroid Function in Early Pregnancy.,0.7945,0.2055,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360673,Ambient air pollution exposure during the late gestational period is linked with lower placental iodine load in a Belgian birth cohort.,PMID: 31617922,Association of Exposure to Ambient Air Pollution With Thyroid Function During Pregnancy.,0.766,0.234,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360673,Ambient air pollution exposure during the late gestational period is linked with lower placental iodine load in a Belgian birth cohort.,PMID: 35870505,Association of exposure to ambient particulate matter with maternal thyroid function in early pregnancy.,0.7581,0.2419,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33360673,Ambient air pollution exposure during the late gestational period is linked with lower placental iodine load in a Belgian birth cohort.,PMID: 28830952,Is atmospheric pollution exposure during pregnancy associated with individual and contextual characteristics? A nationwide study in France.,0.7575,0.2425,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356526,"Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Umbilical Cord Blood DNA Methylation, and Cardio-Metabolic Indicators in Newborns: The Healthy Start Study.",PMID: 33574373,Exposure to perfluoroalkyl substances in early pregnancy and risk of sporadic first trimester miscarriage.,0.7185,0.2815,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356526,"Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Umbilical Cord Blood DNA Methylation, and Cardio-Metabolic Indicators in Newborns: The Healthy Start Study.",PMID: 37429082,Exposures to perfluoroalkyl substances and asthma phenotypes in childhood: an investigation of the COPSAC2010 cohort.,0.7132,0.2868,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356526,"Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Umbilical Cord Blood DNA Methylation, and Cardio-Metabolic Indicators in Newborns: The Healthy Start Study.",PMID: 39881604,Per- and Polyfluoroalkyl Substances and Twin Growth Discordance: New Insights from a Twin Birth Cohort Study.,0.7131,0.2869,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356526,"Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Umbilical Cord Blood DNA Methylation, and Cardio-Metabolic Indicators in Newborns: The Healthy Start Study.",PMID: 37738295,Perfluorooctanoic acid induces transcriptomic alterations in second trimester human cytotrophoblasts.,0.6955,0.3045,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356526,"Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Umbilical Cord Blood DNA Methylation, and Cardio-Metabolic Indicators in Newborns: The Healthy Start Study.",PMID: 36528042,Cross-sectional associations of maternal PFAS exposure on SARS-CoV-2 IgG antibody levels during pregnancy.,0.6933,0.3067,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356515,"Interaction between Long-Term Exposure to Fine Particulate Matter and Physical Activity, and Risk of Cardiovascular Disease and Overall Mortality in U.S. Women.",PMID: 37653149,Racial/ethnic disparities in PM-attributable cardiovascular mortality burden in the United States. 2.5,0.8851,0.1149,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356515,"Interaction between Long-Term Exposure to Fine Particulate Matter and Physical Activity, and Risk of Cardiovascular Disease and Overall Mortality in U.S. Women.",PMID: 28391149,Multi-organ toxicity induced by fine particulate matter PM in zebrafish (Danio rerio) model. 2.5,0.8675,0.1325,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356515,"Interaction between Long-Term Exposure to Fine Particulate Matter and Physical Activity, and Risk of Cardiovascular Disease and Overall Mortality in U.S. Women.",PMID: 32384920,Effects of coal-fired PM on the expression levels of atherosclerosis-related proteins and the phosphorylation level of MAPK in ApoE mice. 2.5 -/-,0.8673,0.1327,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356515,"Interaction between Long-Term Exposure to Fine Particulate Matter and Physical Activity, and Risk of Cardiovascular Disease and Overall Mortality in U.S. Women.",PMID: 38939589,Particulate Matter Air Pollution and Long-Term Outcomes in Patients Undergoing Percutaneous Coronary Intervention.,0.8669,0.1331,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33356515,"Interaction between Long-Term Exposure to Fine Particulate Matter and Physical Activity, and Risk of Cardiovascular Disease and Overall Mortality in U.S. Women.",PMID: 32716950,Race or racial segregation? Modification of the PM2.5 and cardiovascular mortality association.,0.8646,0.1354,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33352412,"Air pollution, physical activity and health: A mapping review of the evidence.",PMID: 29237538,Periconception Exposure to Air Pollution and Risk of Congenital Malformations.,0.9626,0.0374,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33352412,"Air pollution, physical activity and health: A mapping review of the evidence.",PMID: 34357912,"Prenatal Household Air Pollution Exposure, Cord Blood Mononuclear Cell Telomere Length and Age Four Blood Pressure: Evidence from a Ghanaian Pregnancy Cohort.",0.9164,0.0836,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33352412,"Air pollution, physical activity and health: A mapping review of the evidence.",PMID: 26615072,Household Air Pollution Exposures of Pregnant Women Receiving Advanced Combustion Cookstoves in India: Implications for Intervention.,0.9074,0.0926,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33352412,"Air pollution, physical activity and health: A mapping review of the evidence.",PMID: 30500754,Evaluation of random forest regression and multiple linear regression for predicting indoor fine particulate matter concentrations in a highly polluted city.,0.8592,0.1408,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33352412,"Air pollution, physical activity and health: A mapping review of the evidence.",PMID: 29089103,The feasibility of an air purifier and secondhand smoke education intervention in homes of inner city pregnant women and infants living with a smoker.,0.8519,0.1481,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,PMID: 37633609,Low transplacental transfer of PFASs in the small-for-gestational-age (SGA) new-borns: Evidence from a Chinese birth cohort.,0.9761,0.0239,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,PMID: 38246060,"Profiles and transplacental transfer of per- and polyfluoroalkyl substances in maternal and umbilical cord blood: A birth cohort study in Zhoushan, Zhejiang Province, China.",0.9499,0.0501,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,PMID: 38091497,Associations of a Prenatal Serum Per- and Polyfluoroalkyl Substance Mixture with the Cord Serum Metabolome in the HOME Study.,0.9442,0.0558,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,PMID: 41554909,Embryotoxicity and mixture effects of legacy PFAS in a human iPSC-based 3D model.,0.9441,0.0559,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,PMID: 29544137,An epigenome-wide study of cord blood DNA methylations in relation to prenatal perfluoroalkyl substance exposure: The Hokkaido study.,0.9256,0.0744,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33303078,Cardiopulmonary Impact of Particulate Air Pollution in High-Risk Populations: JACC State-of-the-Art Review.,PMID: 30015250,Effect on blood pressure and eye health symptoms in a climate-financed randomized cookstove intervention study in rural India.,0.8363,0.1637,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33303078,Cardiopulmonary Impact of Particulate Air Pollution in High-Risk Populations: JACC State-of-the-Art Review.,PMID: 33606580,Endothelial progenitor cells as critical mediators of environmental air pollution-induced cardiovascular toxicity.,0.7864,0.2136,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33303078,Cardiopulmonary Impact of Particulate Air Pollution in High-Risk Populations: JACC State-of-the-Art Review.,PMID: 42117525,Prenatal Air Pollution Exposure During Late Pregnancy Associates With Food Sensitization at 18 Months.,0.692,0.308,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33303078,Cardiopulmonary Impact of Particulate Air Pollution in High-Risk Populations: JACC State-of-the-Art Review.,PMID: 31622905,"Associations of air pollution, obesity and cardiometabolic health in young adults: The Meta-AIR study.",0.6843,0.3157,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33303078,Cardiopulmonary Impact of Particulate Air Pollution in High-Risk Populations: JACC State-of-the-Art Review.,PMID: 26891735,Chronic exposure to air pollution particles increases the risk of obesity and metabolic syndrome: findings from a natural experiment in Beijing.,0.6809,0.3191,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33296442,"Prevalence, socio-demographic and environmental determinants of asthma in 4621 Ghanaian adults: Evidence from Wave 2 of the World Health Organization's study on global AGEing and adult health.",PMID: 31391046,Exposure to PM affects blood lipid levels in asthmatic rats through notch signaling pathway. 2.5,0.8559,0.1441,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33296442,"Prevalence, socio-demographic and environmental determinants of asthma in 4621 Ghanaian adults: Evidence from Wave 2 of the World Health Organization's study on global AGEing and adult health.",PMID: 32557284,Home environment allergen exposure scale in older adult cohort with asthma.,0.8214,0.1786,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33296442,"Prevalence, socio-demographic and environmental determinants of asthma in 4621 Ghanaian adults: Evidence from Wave 2 of the World Health Organization's study on global AGEing and adult health.",PMID: 30048290,Nursing Practice and Particulate Matter Exposure.,0.8192,0.1808,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33296442,"Prevalence, socio-demographic and environmental determinants of asthma in 4621 Ghanaian adults: Evidence from Wave 2 of the World Health Organization's study on global AGEing and adult health.",PMID: 41104190,Socioeconomic Disparities of Asthma Incidence Attributable to PM Exposures for Schoolchildren in California. 2.5,0.7956,0.2044,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33296442,"Prevalence, socio-demographic and environmental determinants of asthma in 4621 Ghanaian adults: Evidence from Wave 2 of the World Health Organization's study on global AGEing and adult health.",PMID: 33786161,Source-specific contributions of particulate matter to asthma-related pediatric emergency department utilization.,0.795,0.205,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287833,"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence.",PMID: 29301690,Physiological Equivalent Temperature Index and mortality in Tabriz (The northwest of Iran).,0.9643,0.0357,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287833,"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence.",PMID: 29024396,Health Impact of Climate Change in Older People: An Integrative Review and Implications for Nursing.,0.9441,0.0559,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287833,"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence.",PMID: 31752218,"Heatwave Events and Mortality Outcomes in Memphis, Tennessee: Testing Effect Modification by Socioeconomic Status and Urbanicity.",0.935,0.065,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287833,"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence.",PMID: 36934570,Heat-related cardiorespiratory mortality: Effect modification by air pollution across 482 cities from 24 countries.,0.8878,0.1122,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287833,"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence.",PMID: 36587685,Exploring the impact of particulate matter on mortality in coastal Mediterranean environments.,0.8874,0.1126,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287817,DNA methylation of insulin-like growth factor 2 and H19 cluster in cord blood and prenatal air pollution exposure to fine particulate matter.,PMID: 34609516,"Gestational Exposure to Ultrafine Particles Reveals Sex- and Dose-Specific Changes in Offspring Birth Outcomes, Placental Morphology, and Gene Networks.",0.8966,0.1034,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287817,DNA methylation of insulin-like growth factor 2 and H19 cluster in cord blood and prenatal air pollution exposure to fine particulate matter.,PMID: 35841656,"Gestational PM exposure may increase the risk of small for gestational age through maternal blood pressure and hemoglobin: A mediation analysis based on a prospective cohort in China, 2014-2018. 2.5",0.8913,0.1087,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287817,DNA methylation of insulin-like growth factor 2 and H19 cluster in cord blood and prenatal air pollution exposure to fine particulate matter.,PMID: 29785958,"Association Between Hypertensive Disorders in Pregnancy and Particulate Matter in the Contiguous United States, 1999-2004.",0.8716,0.1284,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287817,DNA methylation of insulin-like growth factor 2 and H19 cluster in cord blood and prenatal air pollution exposure to fine particulate matter.,PMID: 38579996,Prenatal particulate matter exposure is linked with neurobehavioural development in early life.,0.8675,0.1325,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33287817,DNA methylation of insulin-like growth factor 2 and H19 cluster in cord blood and prenatal air pollution exposure to fine particulate matter.,PMID: 29703190,Prenatal fine particulate exposure associated with reduced childhood lung function and nasal epithelia GSTP1 hypermethylation: Sex-specific effects.,0.8638,0.1362,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33278474,Persistent organic pollutants and maternal glycemic outcomes in a diverse pregnancy cohort of overweight women.,PMID: 41764891,Nontargeted screening identifies mixtures of environmental pollutants that are associated with perturbations to amino acid and fatty acid metabolic pathways during early pregnancy.,0.8583,0.1417,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33278474,Persistent organic pollutants and maternal glycemic outcomes in a diverse pregnancy cohort of overweight women.,PMID: 36252672,Per- and polyfluoroalkyl substances and psychosocial stressors have a joint effect on adverse pregnancy outcomes in the Atlanta African American Maternal-Child cohort.,0.8577,0.1423,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33278474,Persistent organic pollutants and maternal glycemic outcomes in a diverse pregnancy cohort of overweight women.,PMID: 38898328,Metabolic Perturbations Associated with both PFAS Exposure and Perinatal/Antenatal Depression in Pregnant Individuals: A Meet-in-the-Middle Scoping Review.,0.846,0.154,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33278474,Persistent organic pollutants and maternal glycemic outcomes in a diverse pregnancy cohort of overweight women.,PMID: 35752248,Environmental exposure to per- and polyfluoroalkyl substances and sleep disturbance in pregnant women: A prospective cohort study.,0.835,0.165,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33278474,Persistent organic pollutants and maternal glycemic outcomes in a diverse pregnancy cohort of overweight women.,PMID: 35979229,Maternal dietary patterns during pregnancy and exposure to persistent endocrine disrupting chemicals in two European birth cohorts.,0.8207,0.1793,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33276797,The critical role of endothelial function in fine particulate matter-induced atherosclerosis.,PMID: 30822672,Fine particulate matter-induced cardiovascular injury is associated with NLRP3 inflammasome activation in Apo E mice. -/-,0.984,0.016,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33276797,The critical role of endothelial function in fine particulate matter-induced atherosclerosis.,PMID: 29410383,Concentrated Ambient PM-Induced Inflammation and Endothelial Dysfunction in a Murine Model of Neural IKK2 Deficiency. 2.5,0.9632,0.0368,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33276797,The critical role of endothelial function in fine particulate matter-induced atherosclerosis.,PMID: 28541501,Satellite-based estimates of long-term exposure to fine particulate matter are associated with C-reactive protein in 30 034 Taiwanese adults.,0.9209,0.0791,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33276797,The critical role of endothelial function in fine particulate matter-induced atherosclerosis.,PMID: 39786972,Air pollution and coronary atherosclerosis.,0.8955,0.1045,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33276797,The critical role of endothelial function in fine particulate matter-induced atherosclerosis.,PMID: 28714941,Autophagy Induced FHL2 Upregulation Promotes IL-6 Production by Activating the NF-κB Pathway in Mouse Aortic Endothelial Cells after Exposure to PM2.5.,0.8834,0.1166,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33272145,Change in risk of hospital admissions for ischemic heart disease after the implementation of a mass rapid transit system in Taipei.,PMID: 26408041,Short-Term Effects of Coarse Particulate Matter on Hospital Admissions for Cardiovascular Diseases: A Case-Crossover Study in a Tropical City.,0.8939,0.1061,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33272145,Change in risk of hospital admissions for ischemic heart disease after the implementation of a mass rapid transit system in Taipei.,PMID: 38029813,Disentangling impacts of multiple pollutants on acute cardiovascular events in New York city: A case-crossover analysis.,0.8766,0.1234,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33272145,Change in risk of hospital admissions for ischemic heart disease after the implementation of a mass rapid transit system in Taipei.,PMID: 39845652,"Association between ambient air pollution and outpatient visits of cardiovascular diseases in Zibo, China: a time series analysis.",0.8745,0.1255,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33272145,Change in risk of hospital admissions for ischemic heart disease after the implementation of a mass rapid transit system in Taipei.,PMID: 32846635,"Ambient air pollution, traffic proximity and coronary atherosclerotic phenotype in China.",0.8509,0.1491,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33272145,Change in risk of hospital admissions for ischemic heart disease after the implementation of a mass rapid transit system in Taipei.,PMID: 40716599,Long-term associations of sector-specific air pollution mixtures with mortality in Canada.,0.8416,0.1584,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33271938,In Utero Exposure to Particulate Air Pollution during Pregnancy: Impact on Birth Weight and Health through the Life Course.,PMID: 36231407,Gestational and Neonatal Outcomes in Cities in the Largest Coal Mining Region in Brazil.,0.8508,0.1492,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33271938,In Utero Exposure to Particulate Air Pollution during Pregnancy: Impact on Birth Weight and Health through the Life Course.,PMID: 32102302,Prenatal Ambient Particulate Matter Exposure and Longitudinal Weight Growth Trajectories in Early Childhood.,0.8478,0.1522,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33271938,In Utero Exposure to Particulate Air Pollution during Pregnancy: Impact on Birth Weight and Health through the Life Course.,PMID: 33508708,Application of the navigation guide systematic review methodology to evaluate prenatal exposure to particulate matter air pollution and infant birth weight.,0.7891,0.2109,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33271938,In Utero Exposure to Particulate Air Pollution during Pregnancy: Impact on Birth Weight and Health through the Life Course.,PMID: 27913015,The association between ambient air pollution and selected adverse pregnancy outcomes in China: A systematic review.,0.7799,0.2201,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33271938,In Utero Exposure to Particulate Air Pollution during Pregnancy: Impact on Birth Weight and Health through the Life Course.,PMID: 33678317,Air pollution and pregnancy outcomes based on exposure evaluation using a land use regression model: A systematic review.,0.7754,0.2246,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33269902,Exposure to Per- and Polyfluoroalkyl Substances and Adiposity at Age 12 Years: Evaluating Periods of Susceptibility.,PMID: 38042132,Prenatal exposure to Per- and polyfluoroalkyl substances and adiposity measures of children at 4 and 6 years: A prospective birth cohort in China.,0.9786,0.0214,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33269902,Exposure to Per- and Polyfluoroalkyl Substances and Adiposity at Age 12 Years: Evaluating Periods of Susceptibility.,PMID: 41406766,"Association between per- and polyfluoroalkyl chemicals and adult overweight, obesity and gestational weight gain: A scoping review.",0.9767,0.0233,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33269902,Exposure to Per- and Polyfluoroalkyl Substances and Adiposity at Age 12 Years: Evaluating Periods of Susceptibility.,PMID: 33419269,The Confounder-Mediator Dilemma: Should We Control for Obesity to Estimate the Effect of Perfluoroalkyl Substances on Health Outcomes?,0.9689,0.0311,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33269902,Exposure to Per- and Polyfluoroalkyl Substances and Adiposity at Age 12 Years: Evaluating Periods of Susceptibility.,PMID: 34597565,The effects of Cl-PFESAs exposure on blood lipids - A community-based large population study in Guangzhou.,0.9057,0.0943,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33269902,Exposure to Per- and Polyfluoroalkyl Substances and Adiposity at Age 12 Years: Evaluating Periods of Susceptibility.,PMID: 33208860,Gestational perfluoroalkyl substance exposure and body mass index trajectories over the first 12 years of life.,0.9026,0.0974,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33263192,Progress in research on effect of PM on occurrence and development of atherosclerosis. 2.5,PMID: 38839204,"Environmentally Not So Friendly: Global Warming, Air Pollution, and Wildfires: JACC Focus Seminar, Part 1.",0.9271,0.0729,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33263192,Progress in research on effect of PM on occurrence and development of atherosclerosis. 2.5,PMID: 34737152,Integrated molecular response of exposure to traffic-related pollutants in the US trucking industry.,0.917,0.083,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33263192,Progress in research on effect of PM on occurrence and development of atherosclerosis. 2.5,PMID: 38321663,The pathophysiological and molecular mechanisms of atmospheric PM affecting cardiovascular health: A review. 2.5,0.9149,0.0851,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33263192,Progress in research on effect of PM on occurrence and development of atherosclerosis. 2.5,PMID: 33886046,Particulate Matter-Induced Cardiovascular Dysfunction: A Mechanistic Insight.,0.9148,0.0852,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33263192,Progress in research on effect of PM on occurrence and development of atherosclerosis. 2.5,PMID: 39581367,Oil mist particulate matter induces myocardial tissue injury by impairing fatty acid metabolism and mitochondrial bioenergetics function via inhibiting the PPAR alpha signaling pathway in rats.,0.883,0.117,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33261557,Acute effect of ambient fine particulate matter on heart rate variability: an updated systematic review and meta-analysis of panel studies.,PMID: 32438194,Mitochondrial dysfunction drives persistent vascular fibrosis in rats after short-term exposure of PM. 2.5,0.9196,0.0804,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33261557,Acute effect of ambient fine particulate matter on heart rate variability: an updated systematic review and meta-analysis of panel studies.,PMID: 38393964,Air pollution and the burden of long-term care: Evidence from China.,0.9191,0.0809,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33261557,Acute effect of ambient fine particulate matter on heart rate variability: an updated systematic review and meta-analysis of panel studies.,PMID: 40499640,PM promotes platelet activation and thrombosis via ROS/MAPKs pathway-mediated mitochondrial dysfunction. 2.5,0.8651,0.1349,sampled similarity only; full pairwise skipped for 6155 records
